getAutoModeInstructions	local	AUSENTE
getAutoModeFullInstructions	local	AUSENTE
getAutoModeSparseInstructions	local	AUSENTE
normalizeAttachmentForAPI	export	AUSENTE
createToolResultMessage	local	AUSENTE
createToolUseMessage	local	AUSENTE
createSystemMessage	export	presente
createPermissionRetryMessage	export	presente
createBridgeStatusMessage	export	presente
createScheduledTaskFireMessage	export	presente
createStopHookSummaryMessage	export	presente
createTurnDurationMessage	export	presente
createAwaySummaryMessage	export	presente
createMemorySavedMessage	export	presente
createAgentsKilledMessage	export	presente
createApiMetricsMessage	export	presente
createCommandInputMessage	export	presente
createCompactBoundaryMessage	export	presente
createMicrocompactBoundaryMessage	export	presente
createSystemAPIErrorMessage	export	presente
isCompactBoundaryMessage	export	presente
findLastCompactBoundaryIndex	export	AUSENTE
getMessagesAfterCompactBoundary	export	presente
shouldShowUserMessage	export	presente
isThinkingMessage	export	AUSENTE
countToolCalls	export	AUSENTE
hasSuccessfulToolCall	export	AUSENTE
ThinkingBlockType	local	AUSENTE
isThinkingBlock	local	presente
filterTrailingThinkingFromLastAssistant	local	AUSENTE
hasOnlyWhitespaceTextContent	local	AUSENTE
filterWhitespaceOnlyAssistantMessages	export	presente
ensureNonEmptyAssistantContent	local	AUSENTE
filterOrphanedThinkingOnlyMessages	export	presente
stripCrossConnectionThinkingBlocks	export	AUSENTE
stripInvalidThinkingBlocks	export	AUSENTE
stripSignatureBlocks	export	presente
createToolUseSummaryMessage	export	presente
ensureToolResultPairing	export	AUSENTE
stripAdvisorBlocks	export	AUSENTE
wrapCommandText	export	AUSENTE
